query_id,doc_id,relevance_label,relevance_score,Price,AverageRating,closeness_description,closeness_productname,native_rank_description,native_rank_name
493,10182251,2,2.914124246380389,349,2.5,0.8497338240659835,0.8566718647398053,0.1524460388455529,0.10266124157871075
493,10182205,2,2.8291339226976766,239,2.7,0.852934387988691,0.8600838859357973,0.15523079411361507,0.10380638549760292
493,10198209,0,2.7335559805914076,600,3.1,0.8314380536323914,0.8571942126621543,0.1482353861295837,0.10380638549760292
493,10182223,2,2.6932429046068247,239,2.7,0.8504341887883834,0.8559332881623507,0.15009101880920553,0.10141674000435344
493,10014943,0,2.575941876332978,559,1.9,0.8339371931149895,0.8419629704665355,0.15153044393303697,0.10380638549760292
493,10161969,2,2.5732540222582374,5120,4.7,0.8154250359821045,0.8133887583140743,0.10308400835108682,0.10930808974544451
493,10014933,0,2.5300973614907614,559,2.3,0.8476501265446478,0.8419629704665355,0.15766863716624263,0.10380638549760292
493,10161985,2,2.4914401784793254,6250,1.2,0.8154250359821045,0.8058748901705184,0.10308400835108682,0.10497319990683705
493,10198095,0,2.4060681187700665,600,3.9,0.8314380536323914,0.8439573741869777,0.1482353861295837,0.10266124157871075
493,10161959,2,2.4046525363796465,6610,3.1,0.8154250359821045,0.8050794257708284,0.10308400835108682,0.10930808974544451
493,10198061,0,2.391963418815545,600,1.3,0.8314380536323914,0.8466111013270989,0.1482353861295837,0.10266124157871075
493,10198091,0,2.309494640923134,660,1.9,0.8313953272289143,0.8425693267632822,0.15040824824395155,0.10380638549760292
493,10014775,1,2.28822028488236,559,4.4,0.8718194096917509,0.8634943065283488,0.15927982151548462,0.10673072827741481
493,10161929,2,2.0866051120250604,6800,4.3,0.8154250359821045,0.8050794257708284,0.10308400835108682,0.10930808974544451
493,10180387,0,1.676493987286592,391,3.9,0.7957377803389798,0.8038272743702133,0.1037291541206837,0.11278004756893993
493,10014939,2,1.6611043858452865,348,2.4,0.8255776274837193,0.8096870469790042,0.14938529467500977,0.04575587169551724
493,10014941,2,1.634916512925843,320,4.8,0.8297594999488609,0.8015105678407353,0.14944862206272622,0.04681365192033799
493,10137683,0,0.8837150402959308,596,4.5,0.8383620584114511,0.7929756224461818,0.10769909569634273,0.048101063665103506
493,10012845,0,0.8001920001867419,539,3.0,0.8335257351794106,0.8303758945530725,0.043375325011738415,0.04575587169551724
493,10012851,0,0.7355466178156324,539,2.4,0.8320288034873644,0.8303758945530725,0.03983906918002671,0.04575587169551724
493,10139015,1,0.5527937899678316,431,2.8,0.802747901264954,0.7715959933633573,0.16273645908256562,0.04356546681241042
437,10166937,0,0.7417696496180437,2319,3.2,0.7751994448318261,0.7564074010019417,0.04521769339690074,0.026403292275317812
437,10196893,0,0.6818906102297143,454,2.7,0.7533918813269262,0.7776286122856786,1.3512214436142505e-38,0.07434128474203487
437,10197221,2,0.5862634487422802,524,4.7,0.7859681314334296,0.7962955386475785,1.3512214436142505e-38,0.0724914243740675
437,10185875,0,0.5791929555357538,999,4.0,0.7802632630257454,0.7929491624372572,1.3512214436142505e-38,1.3512214436142505e-38
437,10197225,2,0.5578349111585996,389,4.0,0.7859681314334296,0.7917519172141224,1.3512214436142505e-38,0.0724914243740675
437,10212867,0,0.4395103059536157,699,2.6,0.7650957043646605,0.7657611278694163,0.023582643426982616,0.05396928821927731
437,10201927,0,0.40949655741230306,419,2.8,0.7940780535024795,0.778661324974253,1.3512214436142505e-38,1.3512214436142505e-38
437,10213019,0,0.4085157102824109,949,3.1,0.7914444153434741,0.7800671759518666,1.3512214436142505e-38,0.02907344715478955
437,10134899,0,0.3641026205979468,699,1.2,0.7960151643752287,0.7764076551874396,1.3512214436142505e-38,1.3512214436142505e-38
437,10134797,0,0.3345610439127292,472,1.9,0.7971317500182924,0.7754761696102673,1.3512214436142505e-38,1.3512214436142505e-38
437,10231905,0,0.27061712621396783,449,3.2,0.7940780535024795,0.7820970924422014,1.3512214436142505e-38,1.3512214436142505e-38
437,10231919,0,0.26318151324500944,449,2.2,0.7940780535024795,0.7799495347489147,1.3512214436142505e-38,1.3512214436142505e-38
437,10185843,0,0.2423136230912775,1099,4.5,0.7797831787265878,0.7949888249522726,1.3512214436142505e-38,1.3512214436142505e-38
437,10193723,0,0.23776746416267572,449,2.8,0.7940780535024795,0.7852650838156829,1.3512214436142505e-38,1.3512214436142505e-38
437,10196897,0,0.19439273947295163,454,3.2,0.7544264820476284,0.7668914851320411,1.3512214436142505e-38,0.07513140627252712
437,10213315,0,0.17870186458042683,1499,2.8,0.793104912100601,0.7923591435282703,1.3512214436142505e-38,0.028695192675628024
437,1021240,0,0.17785744217080662,559,3.9,0.7936572948002232,0.7878744503922087,1.3512214436142505e-38,1.3512214436142505e-38
437,10136281,0,0.16652776222502635,599,4.8,0.7987249510806904,0.7755830354339851,1.3512214436142505e-38,1.3512214436142505e-38
437,10213013,0,0.1546699708129783,749,4.7,0.8018346420987351,0.7762102329812881,1.3512214436142505e-38,0.029616706885151223
437,10213005,0,0.09773026678528732,749,4.1,0.795314997474764,0.7762102329812881,1.3512214436142505e-38,0.029616706885151223
437,10145685,0,-0.15144306179739875,926,3.6,0.7683221076951435,0.7572272021106223,0.023327458432245467,0.03331756419493065
437,10145677,0,-0.214581802388772,802,1.2,0.7683221076951435,0.7646311008932719,0.023327458432245467,0.033775090915727043
463,1000745,1,1.1068385960165128,3875,3.6,0.8332578906176975,0.7898876845680146,0.04158067266925859,0.044951947524511704
